Scammer,Label
"Your HSBC Acc XX676006 is debited for INR 649.00 on 09-Mar-24 towards NETFLIX COM(netflixupi.payu@hdfcbank). UPI Ref No 406968058079. If you have not initiated this transaction, please report this as a fraudulent transaction by calling us on 1800 267 3456 (if in India) or on 914065118001 (from overseas).",0
Hi your product advertisement intrigued me and I'm considering purchasing it. However I'd like to send you a token amount upfront to secure the deal. Please advise on how we can proceed.,1
Sir the best one for a family is the SURAKSHA plan in which you will get 2 lakh cover for a premium of Rs10000. Sir we have opened this special offer only for today. If you are ready to pay nav we will give the policy at a 50% discount .All you need ta pay will be Rs 5.000.,1
"Learn about Prime benefits of FREE fast delivery, unlimited video streaming, exclusive offers & more. www.amazon.in/prime",0
"Here's an exclusive offer just for you. Transfer the amount to this account: Account Number - 7890123456, Account Name: UBI Insurance Corporation. Within seven days, our office representative will deliver your policy documents directly to your doorstep.",1
Good morning Sir! This is Emma from KRAFTON Gaming Corporation. We're excited to reward you for your participation in our online game. I've sent you the app download link. Log in with the User ID XXXXX@KRAFTON.com and password EAKRAFTONS. Upon logging in you'll receive a code for access. Please share it with us.,1
URGENT: Protect your account from suspension by updating your KYC information immediately. Access the secure update portal at http://KYCupdateportal.HOMELANDERbank.com and ensure uninterrupted banking services.,1
"Hi there, I'm calling from HYATT Hotel regarding your inquiry about bookings on our website. How can I assist you further? Our hourly rate is Rs 2900 per hour. Yes, we offer rental options for our banquet hall. Absolutely, it's available. To secure your booking, a pre-booking amount of Rs 1300/- is required to generate a token number. Furthermore, there's a 20% discount for online payments made via credit/debit card. Could you kindly share your 16-digit card number, CVV, and card expiry date for payment confirmation?",1
"Shower your loved ones with Happiness of Flowers, Cakes, Plants & Gifts and Get Rs.100, Use Code DC100. Don't wait, Order Now. weurl.co/EiKvGt Floweraura",0
"Hi Nitesh, Get Extra 30% Off up to Rs.4,000 on all Furniture items. Use code WONDER30. Hurry! Offer expires soon. Shop Now https://bsft.us/z/o0d3f8jm1 - Pepperfry.",0
Delivered: Your exchange order for Roadster Shirts is successfully delivered! Stay stylish!. - Team Myntra.,0
Hi there Sir! This is Alex calling from AIRTEL Telecom. We're thrilled to offer you a SIM card upgrade for improved internet connectivity and additional data benefits. To proceed we require your Aadhaar Card number and the unique 20-digit SIM card number. Upon verification you'll receive an activation text. Respond with 'I' to activate. You'll soon receive the payment link on your phone. Kindly click and make the payment to enjoy the offer.,1
287986 is the OTP to reset your Zerodha account password. Do not share this with anyone.,0
Rs.995 paid to Olfactive Delhi T3 Dep by 85XXXX8647  on 12:01 PM. Paytm Transaction id: 41742228439. Queries? visit http://m.p-y.tm/care,0
Hi Rahul this is Karan from the HR team at DEF Enterprises. Congratulations on your selection for a managerial position. As part of the onboarding process we require a one-time registration fee of Rs. 8000 as a security deposit for the office laptop. Rest assured we'll dispatch the laptop to your residence for your convenience.,1
"On the Occasion of NPS Diwas on Oct 1st, discover the joy of being Atmanirbhar by investing under Tier-2. To know more visit : https://bit.ly/3BTJ4TL -Protean",0
Stand a chance to Win Alexa Echo Show by completing registration and poll at Micro Focus Technology Horoscope on 11th Dec Register Here https://bit.ly/37lTTir,0
Final Opportunity: One-time relaxation to verify ITR filed for PAN: ASPxxxxx5R and AY: 2019-20 through EVC/ITR-V. Please verify the ITR by 30-Sep-2020.,0
"T&C""",0
"Kindly utilise balance on your Zomato wallet, issued by RBL Bank. The program will be discontinued on 31st August 2023. -ZOMATO",0
Rs.122 paid to Anmol Gupta by 85XXXX8647  on 10:00 PM. Paytm Transaction id: 42344219053. Queries? visit http://m.p-y.tm/care,0
"""Wish you a Happy New Year 2022, Stay Blessed with Good Health, Wealth & Happiness.",0
Say hello to the Benetton End of Season Sale. Shop any 2 items and get 2 items FREE*! Mix and match your favorites at bit.ly/UCBPrev or a store near you. *T&C.,0
"Greetings STAFF, I'm a Human Resources representative. You've been chosen for a home-based project. Make up to Rs. 20,000/day.http://wa.me/7777777777. Regards PINEAPPLEVU",1
Hello valued customer! Thank you for considering our website. As direct suppliers we offer unbeatable prices. I'd like to present our flagship model the 1320 FE renowned for its cutting-edge features. Don't miss out! Place your order within the next hour make full payment and receive an extraordinary 50% cashback upon delivery.,1
Astounding Arjun! You're just a step away from your Rs. 10 lakh jackpot. To complete the process a tax fee of Rs. 24000 is necessary to secure your winnings.,1
"Dear Member, you have 3856 Points. Upgrade to PAYBACK Plus & you can win 50000 Bonus Points.  1kx.in/DJPw8DNihmz  To stop SMS send OPTOUT to 9212146468 T&C",0
Hello valued customer! The market rate for a phone with similar specifications is well above Rs. 1200 but we're offering it to you at an unbelievable price of Rs. 60000. Plus you'll get a cashback of Rs. 30000. Act quickly! This exclusive deal is only valid for the next 45 minutes and our stock is running low. Place your order now and make the payment to avail of this incredible offer.,1
"Hey there! We're offering you an exclusive opportunity to test our new game before it hits the shelves. Play, provide feedback, and earn Rs 8,500/- for your valuable input. Join us now and be a part of the gaming revolution!",1
"Good day, I'm calling from Mr. Sharma's office, acting as his personal secretary. How can I assist you today? Perfect! Kindly provide your address, and we'll arrange the delivery of 25 smartphones. Please note, there's a registration fee of Rs 4,750/- payable today for processing. Once paid, the phones will be sent within a week, and we'll refund the registration fee immediately upon delivery.",1
Hello Sir. This is Lisa calling from the customer care department of DEF Bank. We're thrilled to introduce our latest offering ChatMoney a convenient banking service accessible through your messaging app 24/7. To sweeten the deal you'll receive a complimentary gift voucher with your first transaction. Could you please verify if 1234567890 is your registered mobile number with ChatMoney? Kindly provide your debit card details on the official ChatMoney number for verification. Thank you. Wonderful! Please allow me a moment to update your information. You'll receive an OTP shortly to activate the ChatMoney feature. Kindly share the OTP with me. Your ChatMoney banking feature is now active and your gift will be dispatched within two days.,1
Dear Raj I'm Vikram from the HR department at UV SPORTS Solutions. We're thrilled to offer you a managerial role in our organization. To initiate the process we kindly ask for a one-time registration fee of Rs. 9500 to cover the security deposit for the office laptop. Given the remote nature of the role we'll arrange for the laptop to be delivered to your address.,1
"Your Exclusive Sale Preview is Live!! Get Upto 50% Off on trendy, comfy & effortless styles you'll love to own. Visit M&S stores or website bit.ly/3sfVSkq. T&C",0
"Your monthly limit of Rs 1,000 for this month is now available for shopping. Total available balance in your card is Rs 4,000.42. TnC",0
"We at Tata AIA Life, stand by you and your family during this challenging time. We thank you for showing interest in our policy to protect your loved ones. Request you to share with us how your experience with our/partner sales representative has been and help us serve you better. Click http://nps.bz/p-TATAAIA-42908769",0
"Your payment for Airtel Mobile 8527858647 is due today! Please pay immediately to avoid late fee. You can visit Airtel Thanks App https://i.airtel.in/PPpayBills or www.airtel.in website to pay your bill. If you have already paid, kindly ignore.",0
