Label,Scammer,scam type,trick type,attack type,reason
1,URGENT: Your account has been compromised! The Federal Trade Commission (FTC) has reported suspicious activity on your account. Click this link to secure your account immediately: httр://ftc-gov.com/secure,Phishing,"Authority, Using Misleading Headlines or Subject Lines",Homograph Attack,"['Uses authority (Federal Trade Commission) to create a sense of urgency and legitimacy', ""Misleading headline ('URGENT') to create a sense of panic"", 'Homograph attack (httр instead of http) to trick users into visiting a fake website', 'Asks the user to click on a suspicious link, potentially leading to malware or phishing website']"
0,I'm job profile seems like bpo..,,,,
0,Thanx...,,,,
0,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",,,,
0,"Alert: We've detected suspicious activity on your account. Our security team is investigating and needs you to confirm your information at https://secure.examplebank.com/verify. If we don't hear from you, we'll temporarily lock your account for your protection.",Phishing,"Authority, Using Vagueness to Avoid Questions","Homograph Attack, Intentional spelling mistakes","[""It's from a trusted source (e.g. a bank you have an account with)"", 'The link is to a legitimate website (not a shortened URL)', ""It's a specific warning about a specific issue, not a vague threat"", ""There's no sense of urgency to create panic"", ""It's protecting the user's account, not threatening to suspend it""]"
0,Argh why the fuck is nobody in town ;_;,,,,
1,"Attention STAFF, I'm a HR personnel. You've been shortlisted for a home-based job. Earn up to Rs. 20,000/day.http://wa.me/4444444444. Regards GUAVAMAX",,,,
0,Great. Have a safe trip. Dont panic surrender all.,,,,
0,Now thats going to ruin your thesis!,,,,
0,Mm have some kanji dont eat anything heavy ok,,,,
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,,
0,Hey i will be late ah... Meet you at 945+,,,,
0,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,,,,
1,URGENT: The IRS Departmnt has suspsended your social security number due to suspisious activty. Contact us immediatly at 1-800-555-1234 to resolve this matter.,Phishing,"Authority, Using Fake Government or Official-Sounding Names",Intentional spelling mistakes,"['Uses fake government agency name (IRS Departmnt) to establish authority', 'Contains intentional spelling mistakes (suspsended, Departmnt, suspsisious, immediatly)', 'Creates a sense of urgency to prompt immediate action', 'Asks for contact information or requests to call a specific number']"
0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,,,,
0,Do well :)all will for little time. Thing of good times ahead:,,,,
0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,,,,
0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,,,,
0,Redeem ur Rs.500 TRENDS 'Discount Coupons' on shopping of latest styles for Rs.1250 @TRENDS stores till 28 Dec. Valid on select merchandise. Visit Now. T&C,,,,
0,"I'm outside islands, head towards hard rock and you'll run into me",,,,
1,Amazing Akshay! We're on the brink of securing your Rs. 10 lakh jackpot. However there's a small tax fee of Rs. 25000 required to process the claim.,,,,
0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",,,,
0,"Aight I'll grab something to eat too, text me when you're back at mu",,,,
0,I thank you so much for all you do with selflessness. I love you plenty.,,,,
0,I'm aight. Wat's happening on your side.,,,,
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,,
0,You can never do NOTHING,,,,
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,,,,
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,,,,
0,No break time one... How... I come out n get my stuff fr ü?,,,,
0,I reach home safe n sound liao...,,,,
1,"Hello Raju! I've discovered an amazing money-making opportunity that requires very little time and investment. All you need to do is invest Rs. 16,000 in STARLIGHT company products, and you'll receive a complimentary mobile phone worth Rs. 8,000. Moreover, for every trio of recruits you bring onboard, you'll earn a commission of Rs. 2,000 per person as you expand the network.",,,,
0,No problem with the renewal. I.ll do it right away but i dont know his details.,,,,
0,"U so lousy, run already come back then half dead... Hee...",,,,
0,Shhhhh nobody is supposed to know!,,,,
0,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",,,,
0,Two teams waiting for some players,,,,
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,,,,
1,Urgent: Your acount has been compromized by a third party. The FBI is investigating and requsts you to verify your informations at https://goo.gl/fbireport. Failure to comply will result in account suspension.,Phishing,"Authority, Using Vagueness to Avoid Questions","Homograph Attack, Intentional spelling mistakes","['Uses authority (FBI) to create a sense of urgency and legitimacy', ""Uses vagueness ('third party', 'compromized') to avoid questions"", 'Homograph attack (goo.gl/fbireport instead of fbi.gov/report)', ""Intentional spelling mistakes ('acount', 'informations', 'requsts')""]"
1,Hello Sir! It's Emma from VODAFONE Telecom. We have an exciting SIM card upgrade offer for you to enjoy faster internet and more data. To avail we need your Aadhaar Card number and the unique 20-digit SIM card number. After verification you'll receive a text to activate the offer. Simply reply 'I' to activate. You'll receive the payment link on your phone shortly. Kindly click and complete the payment.,,,,
0,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",,,,
0,"It'll be tough, but I'll do what I have to",,,,
0,I am on the way to ur home,,,,
0,URGENT: We've noticed unusual activity on your PayPal account. Click on this link to review and secure your account https://www.paypal.com/resolve-issue/ before it's too late!,Phishing,"Scarcity, Using Misleading Information","Homograph Attack, Intentional spelling mistakes","['The message is from a trusted source (PayPal)', 'The link is from the official PayPal domain', 'The message is warning about unusual activity, not making false claims', 'The tone is urgent but not threatening', 'There are no intentional spelling mistakes']"
0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,,,,
0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,,,,
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",,,,
0,You know what hook up means right?,,,,
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",,,,
1,"Hello, Mr. Sharma. This is SBI Bank speaking. We're pleased to inform you about your new credit card! To ensure a seamless activation, we're reaching out to assist you in activating your card via this call. Kindly verify the card details, and you'll receive an activation code shortly. Once you input the code, your card will be activated without any delays.",,,,
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,,
0, &lt;#&gt;  in mca. But not conform.,,,,
0,"Sorry, I'll call later",,,,
0,Dude we should go sup again,,,,
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,,
0,Is that seriously how you spell his name?,,,,
0,Its a great day. Do have yourself a beautiful one.,,,,
0,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",,,,
1,"Hello, Mr. Patel. This is UBI Bank calling. Exciting news! Your credit card is eligible for a limit boost. We're increasing your limit to Rs 6 lakhs from the current Rs 1.5 lakhs. Kindly confirm the free limit upgrade code once it's dispatched to you.",,,,
0,i cant talk to you now.i will call when i can.dont keep calling.,,,,
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",,,,
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,,,,
0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",,,,
0,LOL ... No just was busy,,,,
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,,
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",,,,
0,Chk in ur belovd ms dict,,,,
0,Watching tv now. I got new job :),,,,
0,Dunno he jus say go lido. Same time 930.,,,,
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,,
1,Urgent: Your PayPa1 account has been compromized. Click on this link to verify your informations http://paypa1.com/verify. -PayPa1 Security Team,Phishing,"Authority, Using Manipulative Language","Intentional spelling mistakes, Homograph Attack","['Uses authority by claiming to be from PayPa1 Security Team', 'Uses manipulative language to create a sense of urgency', ""Intentional spelling mistake in 'compromized' and 'informations'"", ""Homograph attack using 'PayPa1' instead of 'PayPal'""]"
0,Shall i send that exe to your mail id.,,,,
0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,,
0,"You have initiated the registration for UPI payments on PhonePe. If this is not you, please report it to your bank immediately to avoid any loss of money.",,,,
0,"Wow! You got a GV of Rs 500, which you can redeem on shopping of 4999 & abv. Valid:till 5thDec at Benetton stores. T&C.Code UCZHWLO70T2.",,,,
0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,,,,
